349283249,350475342,351667435,352859528,354051621,355243714,356435807,357627900,358819993,360012086,361204179,362396272,363588365,364780458,365972551,367164644,368356737,369548830,370740923,371933016,373125109,374317202,375509295,376701388,377893481,379085574,380277667,381469760,382661853,383853946,385046039,386238132,387430225,388622318,389814411,391006504,392198597,393390690,394582783,395774876,396966969,398159062,399351155,400543248,401735341,402927434,404119527,405311620,406503713,407695806,408887899,410079992,411272085,412464178,413656271,414848364,416040457,417232550,418424643,419616736,420808829,422000922,423193015,424385108,425577201,426769294,427961387,429153480,430345573,431537666,432729759,433921852,435113945,436306038,437498131,438690224,439882317,441074410,442266503,443458596,444650689,445842782,447034875,448226968,449419061
273,274,281,286,284,284,289,295,294,293,300,309,310,309,316,329,328,325,329,348,350,338,350,374,362,364,381,427,407,345,378,412,422,479,401,437,472,406,677,949,589,431,894,920,957,693,1098,723,601,1707,1900,1335,1721,1985,1360,2746,2627,1934,630,1247,1459,797,642,685,671,394,304,403,396,265,247,251,251,208,193,187,177,155,134,131,132,114,101,98,96
71,63,67,71,69,65,67,74,74,69,74,81,83,77,82,92,92,87,88,106,109,97,104,132,121,122,134,180,164,116,129,166,184,236,176,183,204,161,409,691,367,241,615,665,754,509,924,614,496,1461,1698,1139,1624,1984,1307,2699,2878,2245,839,1446,1776,1078,892,975,960,658,573,695,677,535,531,534,531,484,477,468,459,437,414,412,411,396,380,379,379
280,280,288,291,288,286,295,300,298,298,306,315,315,315,320,333,334,327,333,351,357,339,352,381,363,364,383,432,405,347,381,395,434,486,381,435,465,428,715,1018,540,446,888,928,987,762,1077,691,796,1839,1957,1277,1815,1997,1487,2850,2799,2076,628,1288,1594,849,660,745,730,429,320,450,443,292,280,289,287,238,231,228,219,191,173,174,172,154,140,145,140
282,288,296,299,294,297,305,311,305,306,318,324,321,322,337,345,341,337,352,365,362,359,375,400,372,378,408,439,443,357,384,456,455,502,375,485,452,504,702,949,591,516,769,886,1134,786,1028,871,543,1673,2145,1483,1303,2020,1728,2833,2404,1772,986,1248,1342,777,765,706,637,376,343,403,388,257,247,249,256,207,184,188,180,150,125,126,130,111,92,90,94
72,79,80,77,77,83,88,83,82,89,95,94,92,101,109,108,109,115,120,130,129,131,140,163,147,142,165,197,235,172,135,196,221,272,226,228,181,250,450,732,405,331,491,744,1008,521,802,681,307,1559,1997,1342,1266,1889,1942,2987,2688,1865,1161,1461,1668,1043,985,998,898,637,603,680,637,529,512,509,511,468,448,449,436,412,389,386,387,370,354,351,349
197,204,207,208,206,212,215,215,215,219,227,229,227,236,241,244,245,249,257,262,264,265,274,297,283,275,319,339,356,289,282,322,328,385,358,320,347,379,571,853,644,472,555,653,1039,670,690,863,436,1610,2124,1247,1433,2297,1592,2539,2494,1973,1041,1330,1473,947,885,831,776,536,509,577,539,408,420,412,411,375,362,355,337,319,305,299,294,287,275,269,265
286,287,293,298,294,296,302,309,308,309,317,325,324,324,334,340,343,338,345,362,365,367,373,397,384,381,414,437,452,349,380,424,440,476,383,444,479,502,685,948,580,373,796,977,1201,820,927,817,867,1638,1906,1337,1432,1872,1651,2527,2611,1891,969,1374,1521,874,786,777,706,464,384,468,423,297,293,283,270,235,218,215,202,174,154,153,150,132,117,114,114
299,304,312,312,308,312,321,325,321,325,336,339,339,343,352,359,358,356,365,381,382,381,394,420,392,399,442,470,459,382,394,464,465,523,399,533,473,523,754,993,632,399,883,997,1149,905,826,842,898,1791,1913,1320,1797,2218,1693,2575,2576,2089,860,1377,1505,815,747,718,679,402,369,452,393,282,281,272,268,230,212,208,197,169,145,142,143,128,109,106,106
278,281,289,289,285,289,297,300,298,300,312,316,313,318,328,337,333,332,341,355,354,354,363,394,363,373,407,428,448,353,371,455,395,495,430,442,442,501,707,917,633,407,858,901,1138,794,845,769,880,1509,1776,1427,1728,2142,1401,2743,2555,1902,881,1297,1476,780,766,675,645,403,359,425,385,279,282,269,267,236,223,208,193,183,162,151,152,147,132,120,120
242,243,245,247,249,248,254,254,257,260,265,270,273,277,280,287,293,295,295,302,307,309,311,328,320,337,356,373,377,356,385,368,408,555,318,402,494,525,650,817,667,480,848,858,912,882,954,1288,1227,1918,2191,2073,2552,2488,2389,2912,2283,1543,1357,1641,1439,1065,1043,871,698,599,564,568,530,468,478,493,479,454,446,433,417,402,393,389,377,373,362,357,347
382,384,386,386,392,393,396,403,409,409,415,421,428,428,431,436,446,442,446,459,470,465,457,495,473,465,511,566,580,473,519,527,474,661,491,532,528,666,752,1084,880,518,631,711,1052,763,760,1169,1080,1892,1945,1836,1991,2575,2548,3625,3317,2290,1201,1515,1615,980,941,889,824,555,480,519,481,342,340,329,318,283,269,254,233,212,196,189,180,172,164,157,151
145,152,151,149,150,159,159,158,158,167,172,171,170,183,188,187,194,196,204,201,204,218,212,244,233,220,280,311,334,270,242,262,244,367,253,330,286,324,502,799,597,340,540,738,856,703,730,692,512,1727,2073,1538,1501,2307,1617,2788,2629,2222,1219,1621,1703,1111,1073,993,931,684,622,709,672,528,541,525,526,488,471,467,449,428,408,404,400,386,372,366,363
42,50,51,45,45,54,54,50,50,56,64,62,60,70,77,79,79,82,93,98,96,102,115,139,118,116,153,180,206,128,120,159,184,282,190,195,198,245,495,791,546,253,529,718,921,674,828,719,464,1689,1973,1477,1259,2104,1825,3095,2786,2053,1239,1596,1779,1156,1089,1045,961,730,658,730,725,590,581,560,570,536,508,498,492,471,441,433,434,423,403,395,395
424,430,421,430,434,439,434,439,451,453,452,454,467,467,460,475,495,492,488,507,532,528,504,561,580,558,525,651,689,607,544,569,610,683,686,806,641,554,1117,1155,1004,1382,1286,1031,1431,1693,2001,948,1492,3523,3393,3101,834,2835,1444,1845,2192,2815,1913,855,1707,1494,935,742,874,741,533,493,499,460,397,426,390,360,333,330,328,316,300,293,291,276,267,267,263
72,169,149,41,144,208,141,80,214,238,110,124,246,212,71,187,235,126,157,351,325,107,255,420,265,88,409,555,297,210,521,457,239,424,705,712,365,899,1152,906,196,1439,2429,1326,569,1516,2042,2675,3177,4636,4286,2279,1315,5479,5604,2372,1410,3486,4004,2776,1140,2117,1953,1350,311,1084,1417,1105,322,656,896,579,88,506,588,283,200,477,425,110,319,443,289,44,323
184,185,191,197,195,206,208,213,222,225,231,233,245,253,274,289,301,305,317,343,349,340,341,386,358,382,398,402,359,347,569,386,276,713,390,406,766,817,400,747,858,718,793,978,1088,637,1490,2031,1468,954,2923,2670,344,2657,3179,2403,3419,4069,2635,1502,2542,2247,1058,1041,1127,810,607,565,537,496,539,554,497,471,480,462,447,411,379,356,327,301,265,243,247
145,139,135,140,145,140,132,138,141,135,128,132,139,134,122,128,142,134,116,122,137,121,137,145,120,181,181,136,189,266,168,181,305,217,429,536,419,656,782,735,860,758,770,723,1092,1226,1000,1397,1290,1490,1468,2009,1842,1731,3040,2558,1919,1611,1228,701,723,615,365,307,253,171,100,64,100,77,32,37,50,56,61,39,48,76,75,65,70,85,89,79,78
128,132,140,141,140,145,154,158,158,163,173,180,185,187,194,209,216,221,232,256,262,268,277,295,310,307,314,308,340,410,426,492,492,604,686,642,740,892,908,1024,1206,1148,1017,1112,1125,918,1030,634,590,442,1208,1013,1448,1684,2866,1814,1462,2046,1467,1297,1242,1170,969,831,695,660,525,526,486,415,373,346,354,331,310,283,282,267,251,233,227,225,211,197,189
52,50,51,55,53,55,57,59,63,65,67,71,72,74,72,71,74,75,73,76,74,73,70,68,65,37,68,62,52,149,140,178,225,368,492,423,481,527,496,570,342,364,173,99,361,536,730,1218,1797,1949,2249,2679,2590,3006,2434,2435,2709,2055,1651,1244,851,737,519,240,283,230,124,138,134,98,121,135,120,123,125,114,118,108,104,101,97,87,76,71,58
318,320,322,327,331,331,340,340,346,349,347,350,361,367,366,376,379,393,397,407,426,427,436,432,444,424,437,435,515,600,675,806,873,880,772,820,663,527,372,550,695,974,1151,1269,1748,1599,2222,2187,2216,2166,1361,874,734,869,2344,2849,3208,3147,2763,2481,1801,1419,1001,656,492,327,287,280,314,332,360,336,319,285,259,237,209,197,194,189,188,186,190,189,189
98,28,59,197,39,128,80,92,71,90,83,53,129,126,149,133,114,71,396,241,248,262,188,160,219,251,517,53,366,475,948,1146,1058,821,866,1283,1537,2409,263,910,2986,4054,3615,2857,5833,6916,3928,7884,6657,13725,12059,12802,16145,7578,11445,8693,7733,8184,6142,5780,2904,3897,2150,1320,1410,436,1075,417,769,409,526,524,345,239,256,81,168,92,167,123,159,160,223,94,76
1193,962,169,638,783,142,697,988,540,348,857,560,443,1115,1085,455,765,971,541,644,734,598,1368,1479,386,1538,2571,1954,353,2098,2472,1018,1056,1545,682,4804,8607,9551,8062,4871,1151,3680,8536,11152,8370,3826,7821,12319,10767,6731,6337,7428,4175,5709,10845,10277,5325,1361,4953,4543,1307,2666,4048,2410,796,2351,1909,342,1553,1548,579,1094,1294,654,942,1065,227,1047,1612,914,419,1291,1159,443,1041
4493,4482,4456,4456,4504,4498,4456,4517,4503,4441,4456,4472,4458,4454,4431,4481,4479,4467,4463,4452,4444,4459,4504,4462,4484,4508,4430,4479,4455,4456,4500,4446,4511,4469,4641,4356,4365,4379,4633,4039,4712,4326,4531,4291,4633,4559,4712,4643,4551,4354,4143,4690,4242,5146,4359,5006,4093,4313,4593,4428,4349,4592,4478,4532,4401,4466,4497,4581,4488,4527,4461,4561,4432,4426,4498,4530,4477,4480,4444,4484,4508,4466,4489,4512,4483
323,322,324,326,321,324,320,322,319,317,318,320,315,315,315,316,313,310,304,306,301,295,290,293,273,269,245,221,209,182,178,191,252,383,491,569,696,726,874,877,1081,990,1157,1164,1428,1406,1732,1874,2077,2329,2397,2885,2740,3294,2961,3094,2724,2609,2113,1939,1547,1329,1053,920,769,682,659,621,588,556,530,504,480,463,447,447,429,421,413,409,402,387,382,381,375
92,620,648,273,534,707,213,666,537,418,681,452,219,640,1445,494,939,231,1007,511,971,447,895,2193,1118,2366,1227,1575,3589,6787,3892,4218,8227,7062,2020,11223,10739,1914,8946,11119,12711,15090,14211,10830,21052,17638,19575,29936,14281,15011,24015,11448,24731,23277,5419,3046,27533,24056,5054,11340,9032,5943,6702,8144,4033,4255,1485,3558,1178,2873,1607,901,492,2703,866,169,669,1369,499,559,506,1457,105,506,1122
329,58,327,315,156,287,111,254,544,439,291,621,681,259,340,643,543,332,383,338,151,339,402,92,551,1229,1603,1148,785,1927,2756,2589,1538,614,608,704,1832,3111,4339,5754,7370,8578,7644,4159,1588,4814,5222,3228,1435,2256,4197,9553,15032,17630,15679,12192,9262,7232,4362,2654,1985,272,2265,3446,2801,893,1556,1905,1064,596,882,234,722,1075,673,407,654,438,635,841,516,291,843,789,362
11371,7043,14640,9121,9369,7839,10501,7791,7435,6637,9329,6041,7765,3626,2938,566,2450,2651,4582,9135,1168,2432,12378,11673,11938,9422,19066,9459,12564,21367,10612,2938,13556,27453,24999,24484,38088,46165,23204,5935,24008,20242,40346,11127,55830,5016,49770,6367,22374,13354,26645,38786,34982,9967,11171,6212,799,8722,43833,61838,13367,57525,37006,52437,47677,50534,46616,60523,52548,52762,52386,58114,49775,57775,58954,55393,60270,59357,59841,56208,62193,62277,52658,1123,57903
362,422,326,106,317,179,307,580,430,62,237,77,302,408,217,317,230,406,697,485,238,472,348,1184,1786,1456,901,1367,1558,2115,2721,2460,904,2089,3309,2278,1249,4470,6666,6532,4940,2059,1851,4029,1492,4450,9274,11276,11045,13313,13199,14529,15030,13443,8610,7384,11307,9432,7059,6419,7391,7745,6660,3999,1677,2580,1817,421,716,380,1341,1331,565,820,408,612,1049,531,365,559,171,886,711,222,996
222,291,334,270,97,166,207,49,385,589,573,296,351,459,334,489,818,836,213,653,1287,1271,949,1478,1964,1373,476,2319,3382,2837,991,2405,4211,4222,3039,2866,3519,2900,2623,4281,4776,1881,3602,9631,13448,12811,9569,7892,12128,13603,10753,5520,1096,4094,4834,6125,9431,11564,10421,7020,2696,2034,2500,1032,1141,2747,2818,1942,1230,1369,878,406,1278,1449,824,240,916,914,453,678,982,733,410,841,965
270,203,151,252,170,281,375,88,324,352,70,245,119,273,372,101,498,474,47,463,352,210,511,473,416,407,180,673,1324,1713,1221,618,2086,2786,1905,251,763,646,944,564,1850,2236,489,5158,7265,4737,3023,7542,8773,8697,7186,2279,5298,6335,4014,11234,15276,12447,5707,4066,3355,780,954,1302,1592,1251,1102,1029,301,1437,1088,316,1182,615,524,693,119,803,491,442,743,201,399,240,508
4502,4452,4498,4537,4491,4464,4481,4459,4492,4436,4504,4455,4516,4522,4469,4494,4452,4570,4492,4501,4511,4526,4491,4515,4448,4509,4477,4563,4530,4394,4501,4519,4561,4584,4423,4480,4405,4457,4914,4413,4425,4683,4613,4580,4412,4625,4494,4395,4615,4300,3914,4379,3898,4619,4376,5195,4160,4340,4753,4445,4541,4452,4417,4381,4548,4505,4401,4495,4490,4445,4482,4445,4466,4504,4516,4447,4472,4459,4545,4477,4429,4496,4443,4478,4510
1106,1643,804,440,1258,1428,1875,331,1110,2122,1078,736,1534,2188,2036,567,1905,3406,2409,1164,2099,3589,2490,1581,3340,3571,2461,1534,2911,9824,3110,3232,6673,3003,7840,4281,7825,12601,8198,17049,10022,13043,14126,2601,21050,13294,6321,11418,22191,11050,12174,10694,38211,24775,9534,25213,28255,26276,2869,15385,3744,10197,11998,5012,2021,6769,7181,1518,3321,4038,4511,1884,2245,4527,2981,974,2280,2858,2400,1250,2485,2059,2178,914,1278
103,96,220,243,187,119,128,118,110,210,278,251,190,229,326,221,78,273,315,309,527,654,539,213,188,410,499,772,1235,1541,1637,1391,1317,1655,1886,2307,3449,5325,7194,7877,6729,4078,1020,3465,5354,5825,6612,8256,10419,11000,9251,5213,5005,9379,11823,10656,6755,3283,2395,2245,1804,1763,1582,586,1065,1723,1237,421,883,799,302,523,625,218,310,437,161,354,492,277,465,796,728,350,258
337,365,702,787,421,233,464,122,680,587,320,1121,1076,258,541,565,217,234,135,628,656,456,501,287,140,376,242,437,1333,1855,1549,878,778,2659,3536,1670,3067,7050,7807,5956,5824,8295,10610,11470,9285,6546,9346,10758,7758,2462,5138,6824,7382,6774,4186,7597,11233,11011,7294,3972,1640,580,1812,1619,1903,1920,985,793,689,292,870,595,747,855,378,334,634,438,220,427,354,260,821,743,174
263,595,613,578,733,826,508,322,355,613,740,682,461,370,579,734,848,853,575,416,1181,1267,574,669,1458,1349,852,1786,2139,817,1385,3799,5195,5226,5009,5088,5577,5544,5756,6807,7834,8598,8886,8468,7899,8066,10933,15136,20383,25230,25669,22117,14795,9131,5933,4118,4092,5664,6740,4767,3079,4070,4561,3141,346,2240,2603,1219,782,1863,1635,209,1415,1662,709,791,1645,1215,510,1258,1749,1350,1136,1238,1035
4454,4405,4468,4474,4472,4480,4449,4533,4443,4464,4450,4480,4513,4454,4453,4511,4489,4449,4493,4504,4461,4456,4511,4486,4466,4441,4462,4523,4497,4489,4502,4503,4472,4422,4496,4344,4425,4470,4522,4534,4502,4380,4273,4283,4420,4235,4561,4545,4572,4549,4772,4487,4372,4492,4550,4287,4490,4820,4604,4422,4491,4514,4526,4495,4484,4467,4595,4492,4477,4518,4551,4509,4524,4480,4449,4531,4486,4508,4498,4487,4466,4544,4491,4468,4522
26,31,36,47,32,41,65,78,81,83,90,106,87,75,78,70,41,21,35,27,31,66,66,70,77,104,138,181,178,320,420,432,585,537,679,311,380,51,491,480,924,1069,1203,1526,2134,1917,2388,3178,2940,3448,3634,4728,4859,5834,5427,4209,4266,2975,2372,1942,1359,1044,860,725,433,356,277,179,132,118,195,265,296,297,318,354,350,328,312,310,281,230,198,175,157
636,645,647,644,653,662,664,666,672,686,690,689,695,711,722,729,733,744,771,780,776,785,791,828,838,825,875,871,935,943,902,941,906,911,910,858,692,809,820,564,699,981,673,1336,1252,722,1660,1986,2163,2337,2133,2785,3731,3652,3892,3247,3300,3570,2545,1999,1882,1405,1323,1175,950,883,783,736,731,668,637,610,545,561,539,514,507,490,488,479,466,466,470,462,454
425,429,436,436,445,446,455,456,463,470,476,483,494,497,506,517,527,538,555,561,580,603,623,649,661,690,737,742,777,768,803,903,879,917,984,1142,1364,1250,1164,1204,1197,1265,1185,1029,1192,1416,1721,1779,1698,2235,2734,2542,2531,2362,2314,2920,2550,1923,1738,1479,1293,987,725,600,534,469,423,338,312,293,270,260,242,220,219,212,200,191,186,185,184,175,173,174,177
288,142,245,456,290,164,348,364,398,93,399,565,284,224,512,339,331,351,409,647,217,221,692,555,365,610,272,1259,1496,1701,1655,2648,3602,2198,1254,4392,190,2460,3296,4746,2331,1544,1423,11950,4887,4096,5803,7608,144,14784,10585,13195,7349,9174,6938,10047,217,9335,4990,13080,437,1206,4973,982,2346,1704,1123,1627,947,366,1359,1207,524,645,1160,1026,752,396,750,485,472,381,647,534,454
1160,441,561,637,981,167,1322,1101,624,1618,724,1254,1116,1242,1735,488,1247,437,1666,1413,1517,2714,610,3400,2952,1589,4243,1683,2895,3211,1547,5141,4351,5293,4945,802,5706,6812,2501,5106,9948,8542,1164,7865,9512,5961,1382,7373,7008,5194,16428,16732,7510,18112,13495,2431,12745,7845,11686,13672,4660,11460,10149,3715,7645,5209,3836,2583,2342,3912,151,4064,2584,1754,2975,562,2419,812,2195,2175,860,2239,356,1889,1246
4299,4319,4275,4303,4309,4282,4314,4285,4337,4254,4279,4352,4312,4335,4299,4306,4366,4325,4293,4364,4358,4297,4328,4333,4290,4345,4266,4309,4403,4375,4256,4254,4391,4222,4242,4436,4380,4512,4526,4416,4307,4333,4629,4547,4680,4312,4369,4360,4123,4641,5146,4907,4640,4824,5258,4744,4589,4865,4489,4397,4494,4500,4280,4488,4324,4349,4211,4278,4202,4226,4256,4257,4237,4234,4224,4234,4257,4225,4248,4282,4279,4249,4291,4234,4261
326,67,166,123,394,135,93,184,270,257,55,275,234,397,93,228,495,279,71,445,312,362,13,209,803,676,213,954,626,244,334,1453,1109,1296,318,1671,1741,688,1626,3809,3584,3607,2097,4017,4082,7253,4621,4341,4664,5784,13268,11626,13307,12822,3770,13014,6320,10597,5482,5469,800,2538,631,1803,86,1383,777,1209,682,690,245,451,900,596,260,513,523,516,159,472,455,425,211,443,376
920,38,766,391,1359,983,544,868,744,1158,256,1205,642,1384,473,1642,1448,1067,1498,826,1781,727,1700,453,1817,884,2341,2393,1243,2569,2889,3644,1740,4490,2088,2398,2395,4350,7109,5413,7351,4396,4105,7295,6317,2319,3254,1045,4346,6138,3738,12913,14249,15323,16424,4203,8870,6400,6982,13063,6579,1112,1807,3955,1267,4270,3981,1310,3351,781,3068,1193,2179,1785,1449,2031,633,1752,257,1189,283,1162,790,1003,682
1621,530,728,1795,547,767,226,474,1900,627,857,210,610,418,906,740,1756,277,316,1472,946,1788,2762,292,1907,898,475,1957,2011,1341,593,3735,3144,3778,3386,10327,10586,11434,22922,20677,23927,34738,32802,35947,33166,25352,29600,20080,15925,19445,16418,31069,48789,888,19322,16604,4341,58407,40303,30088,23401,14789,8453,5250,2758,3789,3615,1812,541,707,1086,1211,268,463,1085,963,582,875,1733,1006,96,1116,2357,1888,894
374,363,359,369,389,406,403,394,407,435,433,428,433,462,471,471,496,507,480,480,539,614,674,760,913,983,1080,1195,1353,1561,1811,2097,2239,2461,2655,2880,2969,3061,3285,3691,3990,4148,4322,4510,4736,4602,4595,4815,5248,5606,5859,5940,6041,5763,5186,5087,5037,4786,4384,4034,3662,3314,2902,2629,2415,2268,2055,1858,1688,1523,1367,1173,1058,918,868,793,763,722,672,678,648,628,605,586,549
61,25,7,53,65,51,51,9,36,18,53,38,51,67,7,61,65,75,39,109,79,142,126,128,134,79,238,139,42,299,600,475,675,662,1071,1139,809,310,1169,1807,1996,2188,2125,3247,3147,2797,1682,2548,3393,4334,3803,5221,8092,9166,7369,3257,3990,3846,2880,1687,1885,2129,1355,1119,270,536,285,301,114,100,180,181,56,87,100,106,115,109,143,102,96,33,117,137,79
821,1147,1104,893,1104,1146,857,1099,1364,1164,986,1271,1208,977,1198,1317,1059,1149,1412,1006,871,1307,1265,1122,1454,1501,1048,1511,1845,1385,1279,1824,1499,1486,3135,4056,3418,2398,2846,3260,3578,3518,3337,4191,6249,7098,5255,4176,7411,9040,5623,1008,6158,6063,2149,1873,4843,5304,4874,6326,7086,5170,3467,4722,4289,2336,2802,4041,3083,1822,2959,3131,2040,1968,2516,1845,1575,2261,2066,1381,1925,2114,1394,1386,1905
256,175,333,663,800,480,176,577,743,456,323,869,1052,719,66,673,1001,675,67,544,749,556,417,636,570,167,533,764,769,188,1416,2536,2409,598,2170,3687,3009,1475,1731,3238,4146,3668,3189,2791,255,4604,7590,10319,12278,10785,6689,14761,19381,12369,9505,10223,3262,8295,11960,8121,4947,5059,4410,4232,4068,2663,1992,2218,2393,2134,1922,2162,2298,1767,1378,1689,1606,944,804,1373,1442,938,605,940,961
894,294,722,539,715,694,855,362,505,721,452,272,806,763,330,567,776,640,1013,663,436,505,296,1081,1270,1934,2107,3246,4266,3958,6586,7991,7189,9025,10687,11989,14189,14163,14542,15231,12785,10622,7616,4124,5637,6471,8913,13902,19337,28518,34841,46061,60289,57435,58044,56652,38255,31394,32052,19174,11757,12521,5250,3091,3337,2093,499,914,3608,1396,1612,2200,1449,1241,105,547,606,612,728,549,792,1312,697,517,1040
